GeneFusion	Publication	Diagnosis_MM
ZNF33B::RET	Identification of RET fusions in a Chinese multicancer retrospective analysis by next-generation sequencing., Shi et al 2022, Cancer Sci, 2022, 113(1):308-318, 34710947	Carcinoma, NOS
PTPRZ1::MET	Recurrent PTPRZ1-MET fusion and a high occurrence rate of MET exon 14 skipping in brain metastases., Chai et al 2022, Cancer Sci, 2022, 113(2):796-801, 34812554	Carcinoma, NOS
SQSTM1::NTRK1	NTRK1 fusions identified by non-invasive plasma next-generation sequencing (NGS) across 9 cancer types., Rolfo et al 2022, Br J Cancer, 2022, 126(3):514-520, 34480094	Carcinoma, NOS
TPM3::NTRK1	NTRK1 fusions identified by non-invasive plasma next-generation sequencing (NGS) across 9 cancer types., Rolfo et al 2022, Br J Cancer, 2022, 126(3):514-520, 34480094	Carcinoma, NOS
PLEKHA6::NTRK1	NTRK1 fusions identified by non-invasive plasma next-generation sequencing (NGS) across 9 cancer types., Rolfo et al 2022, Br J Cancer, 2022, 126(3):514-520, 34480094	Carcinoma, NOS
ANK3::RET	Durable response to combined osimertinib and pralsetinib treatment for osimertinib resistance due to novel intergenic ANK3-RET fusion in EGFR-mutated non-small-cell lung cancer., Urbanska et al 2022, JCO Precis Oncol, 2022, 6:e2200040, 35797511	Carcinoma, NOS
BRD4::NUTM1	NUTM1-fusion positive malignant neoplasms of the genitourinary tract: A report of six cases highlighting involvement of unusual anatomic locations and histologic heterogeneity., Xu et al 2022, Genes Chromosomes Cancer, 2022, 61(9):542-550, 35430756	Carcinoma, NOS
ERBB2::STARD3	Landscape of somatic alterations in large-scale solid tumors from an Asian population., Wu et al 2022, Nat Commun, 2022, 13(1):4264, 35871175	Carcinoma, NOS
RNF213::MYC	Landscape of somatic alterations in large-scale solid tumors from an Asian population., Wu et al 2022, Nat Commun, 2022, 13(1):4264, 35871175	Carcinoma, NOS
LMNA::NTRK1	Survival benefit of combinatorial osimertinib rechallenge and entrectinib in an EGFR-mutant NSCLC patient with acquired LMNA-NTRK1 fusion following osimertinib resistance., Wang et al 2022, Respirol Case Rep, 2022, 10(11):e01054, 36258694	Carcinoma, NOS
CDK12::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
CDK12::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
CPD::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
DNAH17::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
EIF1::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::ARHGAP23	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::CACNG4	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::CASC3	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::CCL23	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::IKZF3	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::IKZF3	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::ISYNA1	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::KRT38	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::KRTAP4-7	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::MIEN1	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::NEUROD2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::PPM1D	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::PPM1E	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::PTPA	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::RAD23B	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::SHC1	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::TCAP	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::TMEM104	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::TNS4	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
ERBB2::UTP18	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
FLOT2::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
GPR107::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
GRIN2C::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
HNF1B::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
IKZF3::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
KRTAP9-9::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
LHX1::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
MIEN1::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
MMD::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
MPRIP::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
NRG3::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
NUP210L::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
P3H4::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
PGAP3::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
PLXDC1::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
PPP1R1B::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
SEZ6::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
SLFN12L::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
SOCS7::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
STARD3::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
TADA2A::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
TCAP::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
TEFM::ERBB2	Molecular and clinicopathological characteristics of ERBB2 gene fusions in 32,131 Chinese patients with solid tumors., Guan et al 2022, Front Oncol, 2022, 12:986674, 36276102	Carcinoma, NOS
LMNA::NTRK1	Comprehensive molecular characterization of gallbladder carcinoma and potential targets for intervention., Giraldo et al 2022, Clin Cancer Res, 2022, 28(24):5359-5367, 36228155	Carcinoma, NOS
SMARCE1::CDK12	Comprehensive molecular characterization of gallbladder carcinoma and potential targets for intervention., Giraldo et al 2022, Clin Cancer Res, 2022, 28(24):5359-5367, 36228155	Carcinoma, NOS
CDK12::ERBB2	Comprehensive molecular characterization of gallbladder carcinoma and potential targets for intervention., Giraldo et al 2022, Clin Cancer Res, 2022, 28(24):5359-5367, 36228155	Carcinoma, NOS
UXS1::RET	Comprehensive molecular characterization of gallbladder carcinoma and potential targets for intervention., Giraldo et al 2022, Clin Cancer Res, 2022, 28(24):5359-5367, 36228155	Carcinoma, NOS
FGFR3::TACC3	Comprehensive molecular characterization of gallbladder carcinoma and potential targets for intervention., Giraldo et al 2022, Clin Cancer Res, 2022, 28(24):5359-5367, 36228155	Carcinoma, NOS
ROS1::PRKN	Comprehensive molecular characterization of gallbladder carcinoma and potential targets for intervention., Giraldo et al 2022, Clin Cancer Res, 2022, 28(24):5359-5367, 36228155	Carcinoma, NOS
BMS1::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
SNRNP70::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
RASGEF1A::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
WAC::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
EEA1::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
RUFY2::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
TNIP1::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
KIF13A::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
LSM14A::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
PARD3::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
ARHGAP19::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
ATRNL1::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
CHAT::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
CLIP1::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
CNTN1::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
CPEB3::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
DCC::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
DOCK1::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
DSP::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
GAS2::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
LCOR::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
MGMT::RET	Genomic landscape of 891 RET fusions detected across diverse solid tumor types., Parimi et al 2023, NPJ Precis Oncol, 2023, 7(1):10, 36690680	Carcinoma, NOS
